Date,Open,High,Low,Close,Adj Close,Volume
1995-05-04,37.625000,37.625000,37.421875,37.421875,24.895512,55800
1995-05-05,37.250000,37.250000,37.000000,37.187500,24.739594,3000
1995-05-08,37.187500,37.421875,37.187500,37.421875,24.895512,53000
1995-05-09,37.500000,37.500000,37.281250,37.281250,24.801947,3700
1995-05-10,37.609375,37.609375,37.421875,37.515625,24.957870,1300
1995-05-11,37.453125,37.625000,37.453125,37.625000,25.030643,10600
1995-05-12,37.656250,37.828125,37.656250,37.828125,25.165777,2500
1995-05-15,37.890625,38.062500,37.890625,38.062500,25.321697,5400
1995-05-16,38.171875,38.359375,38.109375,38.359375,25.519199,1100
1995-05-17,38.296875,38.375000,38.265625,38.265625,25.456829,42600
1995-05-18,38.203125,38.203125,37.937500,37.937500,25.238539,3700
1995-05-19,37.562500,37.765625,37.562500,37.765625,25.124197,600
1995-05-22,37.906250,38.093750,37.906250,38.062500,25.321697,26500
1995-05-23,38.156250,38.343750,38.109375,38.250000,25.446444,2900
1995-05-24,38.531250,38.531250,38.312500,38.312500,25.488010,8100
1995-05-25,38.156250,38.390625,38.156250,38.390625,25.539986,9200
1995-05-26,38.296875,38.296875,37.921875,37.921875,25.228138,2800
1995-05-30,38.203125,38.218750,38.000000,38.000000,25.280119,6000
1995-05-31,37.921875,38.000000,37.718750,38.000000,25.280119,4000
1995-06-01,38.218750,38.265625,38.187500,38.250000,25.446444,7700
1995-06-02,38.046875,38.359375,38.046875,38.359375,25.519199,3600
1995-06-05,38.453125,38.812500,38.453125,38.812500,25.820646,2300
1995-06-06,38.828125,38.890625,38.718750,38.781250,25.799852,71800
1995-06-07,38.687500,38.703125,38.687500,38.703125,25.747875,300
1995-06-08,38.593750,38.750000,38.593750,38.750000,25.779076,2100
1995-06-09,38.687500,38.687500,38.453125,38.453125,25.581562,700
1995-06-12,38.500000,38.718750,38.500000,38.718750,25.758280,29300
1995-06-13,38.937500,39.015625,38.906250,38.937500,25.903795,3600
1995-06-14,39.015625,39.046875,38.953125,39.046875,25.976576,2500
1995-06-15,39.031250,39.250000,39.031250,39.250000,26.111704,3200
1995-06-16,38.984375,39.156250,38.984375,39.156250,26.112537,900
1995-06-19,39.312500,39.609375,39.250000,39.609375,26.414721,31500
1995-06-20,39.671875,39.718750,39.593750,39.625000,26.425137,2000
1995-06-21,39.859375,39.906250,39.796875,39.828125,26.560587,3300
1995-06-22,39.937500,40.140625,39.906250,40.078125,26.727312,4200
1995-06-23,40.203125,40.203125,40.109375,40.125000,26.758572,115200
1995-06-26,39.875000,39.875000,39.593750,39.593750,26.404303,1900
1995-06-27,39.500000,39.500000,39.109375,39.109375,26.081276,2700
1995-06-28,39.312500,39.421875,39.109375,39.296875,26.206324,4000
1995-06-29,39.437500,39.546875,39.265625,39.421875,26.289675,1800
1995-06-30,39.687500,39.781250,39.578125,39.656250,26.445976,3700
1995-07-03,39.656250,39.671875,39.625000,39.671875,26.456390,900
1995-07-05,39.937500,40.046875,39.906250,39.906250,26.612700,7800
1995-07-06,39.890625,40.140625,39.890625,40.140625,26.768990,1000
1995-07-07,40.343750,40.812500,40.250000,40.812500,27.217062,210300
1995-07-10,40.859375,41.000000,40.703125,40.781250,27.196218,63700
1995-07-11,40.625000,40.796875,40.546875,40.546875,27.039909,51800
1995-07-12,40.765625,41.187500,40.765625,41.031250,27.362923,13700
1995-07-13,41.109375,41.390625,41.031250,41.296875,27.540071,20600
1995-07-14,41.000000,41.187500,40.984375,41.093750,27.404623,21800
1995-07-17,41.250000,41.390625,41.140625,41.140625,27.435879,21700
1995-07-18,41.265625,41.265625,40.734375,40.796875,27.206638,16000
1995-07-19,40.296875,40.312500,39.140625,39.703125,26.477232,23400
1995-07-20,39.984375,40.218750,39.968750,40.125000,26.758572,108600
1995-07-21,40.390625,40.500000,40.250000,40.359375,26.914877,2500
1995-07-24,40.468750,40.656250,40.468750,40.656250,27.112856,2100
1995-07-25,40.734375,41.140625,40.734375,41.140625,27.435879,3400
1995-07-26,41.093750,41.406250,41.093750,41.265625,27.519241,7100
1995-07-27,41.609375,41.609375,41.609375,41.609375,27.748463,2300
1995-07-28,41.718750,41.718750,41.484375,41.609375,27.748463,1600
1995-07-31,41.546875,41.578125,41.390625,41.578125,27.727631,5200
1995-08-01,41.562500,41.562500,41.000000,41.406250,27.613007,8300
1995-08-02,41.578125,41.578125,41.484375,41.515625,27.685955,4500
1995-08-03,40.796875,40.968750,40.515625,40.937500,27.300426,4200
1995-08-04,41.093750,41.109375,41.015625,41.015625,27.352514,2000
1995-08-07,41.046875,41.296875,41.046875,41.281250,27.529661,3300
1995-08-08,41.453125,41.453125,41.187500,41.187500,27.467138,4000
1995-08-09,41.500000,41.500000,41.390625,41.468750,27.654678,1700
1995-08-10,41.515625,41.562500,41.218750,41.328125,27.560923,4700
1995-08-11,41.390625,41.390625,41.203125,41.250000,27.508804,35000
1995-08-14,41.328125,41.562500,41.328125,41.500000,27.675545,3100
1995-08-15,41.625000,41.625000,41.375000,41.609375,27.748463,6500
1995-08-16,41.640625,42.093750,41.640625,42.093750,28.071487,40600
1995-08-17,42.281250,42.468750,42.171875,42.437500,28.300730,17500
1995-08-18,42.687500,42.687500,42.375000,42.500000,28.342396,1300
1995-08-21,42.656250,42.703125,42.140625,42.156250,28.113178,14000
1995-08-22,42.109375,42.281250,42.078125,42.171875,28.123598,6300
1995-08-23,42.312500,42.406250,42.312500,42.406250,28.279892,2000
1995-08-24,42.375000,42.375000,42.093750,42.218750,28.154861,3600
1995-08-25,42.296875,42.390625,42.140625,42.281250,28.196526,40500
1995-08-28,42.312500,42.312500,41.953125,42.156250,28.113178,7300
1995-08-29,42.156250,42.156250,41.500000,41.921875,27.956877,81600
1995-08-30,42.109375,42.171875,42.093750,42.125000,28.092333,55000
1995-08-31,42.281250,42.453125,42.265625,42.390625,28.269487,1200
1995-09-01,42.296875,42.484375,42.296875,42.484375,28.331987,4300
1995-09-05,42.609375,42.968750,42.609375,42.968750,28.655012,53500
