Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,298.670013,303.049988,296.570007,301.589996,275.139343,1777600
2019-01-03,300.320007,301.760010,295.380005,296.630005,270.614380,2011900
2019-01-04,300.559998,307.529999,300.380005,306.350006,279.481842,1383000
2019-01-07,306.720001,312.140015,305.320007,309.760010,282.592926,1454300
2019-01-08,312.750000,315.049988,310.480011,314.950012,287.327667,1056600
2019-01-09,316.529999,319.000000,315.420013,318.059998,290.164948,1032100
2019-01-10,316.290009,320.619995,315.570007,320.619995,292.500397,1127400
2019-01-11,319.140015,321.260010,318.140015,320.760010,292.628082,977800
2019-01-14,318.559998,320.589996,317.859985,318.980011,291.004150,2814700
2019-01-15,319.609985,321.190002,318.579987,320.950012,292.801422,925200
2019-01-16,321.410004,324.119995,321.350006,323.160004,294.817657,833600
2019-01-17,322.049988,327.579987,322.049988,326.399994,297.773438,1270300
2019-01-18,328.010010,331.420013,327.380005,330.790009,301.778442,1080700
2019-01-22,328.940002,329.350006,323.940002,325.679993,297.116608,1248400
2019-01-23,327.059998,328.109985,322.410004,325.160004,296.642181,879300
2019-01-24,324.940002,328.170013,324.760010,327.299988,298.594513,773400
2019-01-25,330.140015,331.649994,329.700012,330.989990,301.960815,896700
2019-01-28,328.329987,330.899994,327.750000,330.470001,301.486542,1101500
2019-01-29,330.769989,331.630005,329.709991,330.489990,301.504700,727700
2019-01-30,331.690002,334.079987,328.980011,332.570007,303.402252,1359600
2019-01-31,332.320007,334.519989,331.299988,333.790009,304.515350,1784400
2019-02-01,334.859985,335.709991,333.299988,334.850006,305.482330,1530100
2019-02-04,335.190002,338.209991,333.910004,338.160004,308.502075,670900
2019-02-05,338.500000,339.910004,337.690002,339.529999,309.751862,957600
2019-02-06,339.040009,340.040009,338.049988,339.179993,309.432556,772800
2019-02-07,338.220001,338.660004,334.820007,337.660004,308.045868,1257400
2019-02-08,335.950012,337.980011,334.540009,337.410004,307.817810,875400
2019-02-11,338.209991,339.690002,337.410004,339.500000,309.724518,1435000
2019-02-12,341.350006,343.670013,341.179993,342.950012,312.871948,1031100
2019-02-13,343.989990,345.500000,342.890015,344.829987,314.587158,1441200
2019-02-14,343.000000,346.130005,342.540009,344.619995,314.395416,1055700
2019-02-15,346.470001,348.890015,345.869995,348.890015,318.291016,847000
2019-02-19,347.470001,350.100006,347.089996,349.170013,318.546356,1153000
2019-02-20,349.309998,351.369995,348.899994,350.790009,320.024353,1170300
2019-02-21,350.230011,350.390015,348.209991,349.609985,318.947845,1903000
2019-02-22,350.450012,352.600006,350.070007,352.260010,321.365387,1309400
2019-02-25,354.019989,354.700012,351.720001,352.230011,321.338074,938800
2019-02-26,351.609985,352.320007,349.070007,349.260010,318.628601,1683800
2019-02-27,348.230011,350.119995,347.649994,349.640015,318.975281,806600
2019-02-28,349.059998,349.880005,347.679993,348.220001,317.679718,900700
2019-03-01,350.480011,352.059998,348.380005,350.850006,320.079132,1258100
2019-03-04,351.839996,352.140015,346.160004,349.220001,318.591949,1166500
2019-03-05,349.380005,349.459991,347.519989,347.750000,317.251007,1169000
2019-03-06,347.630005,347.750000,342.920013,343.070007,312.981415,966100
2019-03-07,342.579987,342.920013,339.260010,340.190002,310.353912,993500
2019-03-08,337.799988,339.440002,337.489990,339.220001,309.469147,1307200
2019-03-11,339.910004,343.829987,339.829987,343.709991,313.565308,1367800
2019-03-12,344.079987,345.140015,343.179993,344.200012,314.012421,711600
2019-03-13,345.549988,347.160004,345.260010,345.739990,315.417236,704900
2019-03-14,345.519989,345.980011,344.070007,345.320007,315.034119,942500
2019-03-15,344.609985,347.190002,344.000000,344.750000,315.321350,1382600
2019-03-18,345.250000,348.130005,345.160004,347.369995,317.717651,997500
2019-03-19,348.970001,348.970001,344.739990,345.600006,316.098846,716900
2019-03-20,345.170013,346.369995,341.019989,342.709991,313.455353,1419500
2019-03-21,341.470001,348.350006,341.470001,347.420013,317.763397,1239200
2019-03-22,345.350006,345.779999,337.339996,337.339996,308.543823,1928300
2019-03-25,337.290009,339.970001,335.140015,338.140015,309.275635,1333600
2019-03-26,340.320007,343.010010,339.070007,341.480011,312.330475,749800
2019-03-27,341.459991,342.809998,338.230011,341.239990,312.110840,1031900
2019-03-28,342.079987,344.329987,340.670013,344.100006,314.726868,898000
2019-03-29,346.260010,346.899994,344.250000,345.399994,315.915894,966400
2019-04-01,347.549988,350.119995,347.220001,350.000000,320.123077,1277800
2019-04-02,349.970001,349.970001,347.200012,348.589996,318.833405,790800
2019-04-03,350.880005,352.160004,349.450012,350.450012,320.534760,1255100
2019-04-04,350.880005,352.559998,350.239990,352.260010,322.190186,1039300
2019-04-05,352.890015,355.100006,352.609985,354.989990,324.687164,1063800
2019-04-08,354.000000,355.089996,352.940002,354.970001,324.668823,607400
2019-04-09,353.589996,353.660004,350.329987,351.049988,321.083527,1024600
2019-04-10,351.649994,354.609985,351.570007,354.250000,324.010437,1078200
2019-04-11,354.809998,355.690002,353.880005,355.299988,324.970764,525300
2019-04-12,357.470001,358.579987,356.070007,357.950012,327.394470,899500
2019-04-15,358.299988,358.750000,356.619995,357.440002,326.928101,565800
2019-04-16,358.480011,358.940002,356.750000,357.709991,327.175018,690600
2019-04-17,358.899994,359.089996,354.130005,355.049988,324.742035,623500
2019-04-18,355.299988,356.309998,353.649994,355.739990,325.373108,666100
2019-04-22,354.820007,355.510010,353.339996,354.600006,324.330414,747500
2019-04-23,355.059998,359.670013,355.059998,358.950012,328.309174,1433700
2019-04-24,359.299988,361.519989,359.299988,360.209991,329.461609,961000
2019-04-25,358.600006,358.839996,354.100006,356.000000,325.610962,960800
2019-04-26,356.160004,359.850006,355.739990,359.380005,328.702545,1056500
2019-04-29,360.079987,360.760010,359.140015,359.760010,329.050049,864500
2019-04-30,359.519989,359.660004,355.829987,359.100006,328.446442,1771100
2019-05-01,359.820007,359.820007,354.940002,354.950012,324.650574,1361300
2019-05-02,354.359985,356.839996,352.359985,355.829987,325.455444,2216400
2019-05-03,357.250000,361.179993,357.250000,361.019989,330.202362,935200
2019-05-06,355.329987,361.149994,355.170013,360.299988,329.543884,954700
2019-05-07,356.820007,358.019989,350.920013,353.209991,323.059113,1124300
2019-05-08,352.779999,354.899994,351.730011,352.119995,322.062103,1235600
2019-05-09,349.299988,352.000000,346.429993,351.170013,321.193329,1397900
2019-05-10,349.880005,353.320007,345.790009,352.440002,322.354858,923900
2019-05-13,345.850006,346.619995,340.779999,342.089996,312.888367,1490700
2019-05-14,342.959991,347.029999,342.260010,345.429993,315.943268,828400
2019-05-15,343.489990,347.119995,342.309998,346.510010,316.931030,882800
2019-05-16,347.059998,350.619995,347.059998,348.679993,318.915771,673000
2019-05-17,345.600006,349.040009,344.239990,344.410004,315.010284,857600
2019-05-20,342.119995,344.010010,341.119995,341.989990,312.796997,1188600
2019-05-21,344.089996,347.029999,343.950012,346.489990,316.912689,976600
2019-05-22,345.059998,345.670013,342.880005,343.570007,314.241943,790500
2019-05-23,340.690002,340.690002,336.290009,338.059998,309.202393,791500
2019-05-24,339.760010,340.839996,338.350006,339.950012,310.931091,456100
2019-05-28,340.190002,341.049988,336.119995,336.119995,307.427948,754100
2019-05-29,334.480011,335.160004,331.970001,334.250000,305.717529,1169800
2019-05-30,335.000000,337.029999,331.940002,333.510010,305.040741,1017100
2019-05-31,330.119995,331.809998,328.720001,330.130005,301.949341,2019700
2019-06-03,330.540009,333.950012,330.459991,332.570007,304.180939,2104600
2019-06-04,335.649994,341.100006,335.420013,341.019989,311.909637,906800
